City,Date,Card Type,Exp Type,Gender,Amount
"Greater Mumbai, India",26-Jan-14,Silver,Fuel,F,273263
"Delhi, India",28-Nov-13,Silver,Fuel,F,127825
"Delhi, India",30-Mar-15,Silver,Bills,F,234082
"Greater Mumbai, India",7-Oct-14,Silver,Grocery,F,157139
"Bengaluru, India",19-Nov-14,Silver,Food,F,27243
"Bengaluru, India",26-Aug-14,Silver,Food,F,248735
"Bengaluru, India",17-Mar-15,Silver,Fuel,F,252277
"Bengaluru, India",31-Mar-15,Silver,Bills,F,154151
"Greater Mumbai, India",12-Oct-13,Silver,Grocery,F,268559
"Greater Mumbai, India",8-Feb-14,Silver,Entertainment,F,122751
"Bengaluru, India",28-Aug-14,Silver,Grocery,F,100643
"Greater Mumbai, India",29-Jun-14,Silver,Grocery,F,63044
"Bengaluru, India",1-Mar-15,Silver,Fuel,F,233543
"Ahmedabad, India",5-Jan-14,Silver,Bills,F,267127
"Bengaluru, India",11-Jan-15,Silver,Fuel,F,55060
"Bengaluru, India",18-Oct-14,Silver,Bills,F,154788
"Greater Mumbai, India",8-Sep-14,Silver,Entertainment,F,52781
"Greater Mumbai, India",27-Jan-15,Silver,Entertainment,F,51542
"Greater Mumbai, India",1-Dec-13,Silver,Grocery,F,43705
"Greater Mumbai, India",2-Apr-15,Silver,Entertainment,F,163273
"Ahmedabad, India",18-Sep-14,Silver,Bills,F,22802
"Greater Mumbai, India",24-Mar-15,Silver,Bills,F,202693
"Greater Mumbai, India",21-Dec-14,Silver,Bills,F,168446
"Greater Mumbai, India",4-Feb-15,Silver,Grocery,F,130310
"Delhi, India",4-Nov-13,Silver,Bills,F,10155
"Ahmedabad, India",23-Aug-14,Silver,Bills,F,232336
"Bengaluru, India",11-Dec-14,Silver,Grocery,F,231830
"Bengaluru, India",29-Dec-13,Silver,Fuel,F,115644
"Delhi, India",17-Sep-14,Silver,Entertainment,F,14142
"Ahmedabad, India",26-Sep-14,Silver,Food,F,283606
"Ahmedabad, India",20-May-14,Silver,Food,F,75619
"Bengaluru, India",8-May-14,Silver,Bills,F,2741
"Bengaluru, India",7-Jan-15,Silver,Fuel,F,283064
"Delhi, India",11-Sep-14,Silver,Fuel,F,129850
"Bengaluru, India",26-Nov-13,Silver,Fuel,F,102248
"Bengaluru, India",6-Sep-14,Silver,Bills,F,232127
"Ahmedabad, India",25-Jul-14,Silver,Grocery,F,114600
"Bengaluru, India",18-Jan-15,Silver,Entertainment,F,92535
"Delhi, India",21-Jan-14,Silver,Fuel,F,113639
"Ahmedabad, India",9-Feb-14,Silver,Food,F,254761
"Greater Mumbai, India",31-Jan-14,Silver,Grocery,F,225708
"Delhi, India",6-Mar-15,Silver,Entertainment,F,264169
"Delhi, India",28-Feb-14,Silver,Entertainment,F,83984
"Bengaluru, India",26-Jan-15,Silver,Entertainment,F,202830
"Delhi, India",25-Oct-14,Silver,Entertainment,F,254330
"Delhi, India",26-Dec-13,Silver,Entertainment,F,118692
"Bengaluru, India",21-May-15,Silver,Entertainment,F,246364
"Delhi, India",3-Apr-15,Silver,Grocery,F,170203
"Greater Mumbai, India",20-Feb-15,Silver,Fuel,F,277947
"Greater Mumbai, India",12-Apr-15,Silver,Fuel,F,31524
"Greater Mumbai, India",5-Jun-14,Silver,Entertainment,F,294264
"Bengaluru, India",14-Apr-14,Silver,Grocery,F,130814
"Bengaluru, India",30-Apr-15,Silver,Food,F,56639
"Delhi, India",11-May-15,Silver,Food,F,233318
"Bengaluru, India",4-Apr-15,Silver,Food,F,130065
"Ahmedabad, India",23-Dec-14,Silver,Fuel,F,64598
"Bengaluru, India",6-Aug-14,Silver,Grocery,F,177320
"Bengaluru, India",8-Apr-15,Silver,Entertainment,F,31086
"Ahmedabad, India",16-Nov-14,Silver,Food,F,251506
"Bengaluru, India",10-Mar-15,Silver,Bills,F,149306
"Ahmedabad, India",28-Dec-13,Silver,Entertainment,F,40965
"Bengaluru, India",15-Feb-15,Silver,Food,F,43242
"Greater Mumbai, India",7-Jan-15,Silver,Fuel,F,289157
"Greater Mumbai, India",3-Oct-14,Silver,Entertainment,F,74856
"Bengaluru, India",17-Feb-15,Silver,Food,F,182362
"Bengaluru, India",7-May-14,Silver,Food,F,263061
"Bengaluru, India",23-Mar-15,Silver,Food,F,236580
"Ahmedabad, India",10-Feb-15,Silver,Food,F,268750
"Greater Mumbai, India",9-Dec-13,Silver,Food,F,203191
"Bengaluru, India",10-Jan-14,Silver,Food,F,3421
"Bengaluru, India",12-Apr-14,Silver,Food,F,15318
"Ahmedabad, India",12-Mar-15,Platinum,Food,F,64032
"Bengaluru, India",29-Apr-15,Platinum,Food,F,3621
"Ahmedabad, India",12-Oct-14,Silver,Food,F,22872
"Delhi, India",23-Aug-14,Signature,Food,F,171206
"Ahmedabad, India",30-Apr-15,Gold,Food,F,9130
"Ahmedabad, India",8-May-14,Gold,Food,F,201118
"Bengaluru, India",1-Jun-14,Platinum,Food,F,250411
"Delhi, India",3-Feb-14,Gold,Food,F,5855
"Greater Mumbai, India",28-Jan-15,Platinum,Food,F,40392
"Delhi, India",27-Jun-14,Silver,Food,F,91553
"Greater Mumbai, India",20-Oct-13,Signature,Food,F,252192
"Ahmedabad, India",26-Jan-15,Signature,Food,F,32558
"Bengaluru, India",9-Jan-14,Platinum,Food,F,105951
"Ahmedabad, India",6-Oct-13,Signature,Food,F,272214
"Greater Mumbai, India",20-Jun-14,Silver,Food,F,29524
"Ahmedabad, India",26-May-15,Platinum,Food,F,204598
"Greater Mumbai, India",16-Nov-14,Silver,Food,F,48509
"Ahmedabad, India",4-May-14,Silver,Food,F,282754
"Delhi, India",15-Mar-14,Signature,Food,F,229616
"Delhi, India",16-Feb-15,Silver,Food,F,106013
"Delhi, India",11-Dec-14,Gold,Food,F,286058
"Bengaluru, India",23-Oct-14,Silver,Food,F,125742
"Ahmedabad, India",3-May-15,Gold,Food,F,144933
"Greater Mumbai, India",23-Apr-14,Silver,Food,F,220697
"Greater Mumbai, India",20-Nov-13,Gold,Food,F,175594
"Bengaluru, India",1-Jul-14,Silver,Food,F,265778
"Delhi, India",28-Jan-14,Gold,Food,F,55810
"Bengaluru, India",16-Aug-14,Platinum,Food,F,206203
"Greater Mumbai, India",4-Mar-15,Silver,Food,F,7060
"Greater Mumbai, India",15-Feb-14,Gold,Food,F,7860
"Ahmedabad, India",28-Jun-14,Platinum,Food,F,19231
"Delhi, India",25-Jul-14,Signature,Food,F,42009
"Greater Mumbai, India",15-Nov-14,Platinum,Food,F,279971
"Ahmedabad, India",15-Aug-14,Silver,Food,F,285069
"Greater Mumbai, India",14-Mar-15,Gold,Food,F,139691
"Delhi, India",13-Sep-14,Signature,Food,F,292802
"Ahmedabad, India",7-Jul-14,Gold,Food,F,227178
"Ahmedabad, India",15-Jul-14,Platinum,Food,F,286253
"Delhi, India",10-May-15,Gold,Food,F,62580
"Ahmedabad, India",2-Mar-15,Gold,Food,F,49377
"Delhi, India",21-Mar-15,Gold,Food,F,31209
"Delhi, India",7-Feb-15,Platinum,Food,F,216621
"Bengaluru, India",15-Feb-15,Silver,Food,F,176319
"Ahmedabad, India",4-Apr-14,Platinum,Food,F,138319
"Greater Mumbai, India",15-Nov-13,Gold,Food,F,237899
"Delhi, India",6-Nov-13,Gold,Food,F,24675
"Greater Mumbai, India",3-Jan-15,Silver,Food,F,286519
"Greater Mumbai, India",17-Oct-14,Platinum,Food,F,184863
"Bengaluru, India",6-Apr-14,Platinum,Food,F,179158
"Greater Mumbai, India",30-Oct-13,Silver,Food,F,274080
"Greater Mumbai, India",2-Dec-13,Platinum,Food,F,289492
"Bengaluru, India",10-Feb-14,Silver,Food,F,114172
"Bengaluru, India",27-Mar-15,Silver,Food,F,254719
"Delhi, India",29-Nov-14,Platinum,Food,F,221174
"Bengaluru, India",3-Dec-13,Gold,Food,F,200916
"Ahmedabad, India",27-Jan-15,Gold,Food,F,88226
"Bengaluru, India",13-Oct-14,Gold,Food,F,116536
"Ahmedabad, India",21-Jul-14,Gold,Food,F,162099
"Ahmedabad, India",3-Mar-14,Platinum,Food,F,126889
"Ahmedabad, India",26-Aug-14,Silver,Food,F,23769
"Greater Mumbai, India",20-Oct-14,Gold,Food,F,291384
"Delhi, India",3-May-15,Platinum,Food,F,94759
"Bengaluru, India",10-Jun-14,Gold,Food,F,167780
"Ahmedabad, India",18-Feb-15,Gold,Food,F,73935
"Delhi, India",6-Nov-13,Signature,Food,F,34676
"Delhi, India",23-Apr-15,Platinum,Food,F,28127
"Greater Mumbai, India",22-Feb-14,Silver,Food,F,299699
"Delhi, India",27-Jun-14,Platinum,Food,F,202490
"Delhi, India",27-Dec-13,Signature,Food,F,282542
"Ahmedabad, India",3-Nov-14,Gold,Food,F,284069
"Bengaluru, India",18-Jun-14,Silver,Food,F,162527
"Delhi, India",28-Feb-14,Silver,Food,F,234921
"Greater Mumbai, India",29-Jun-14,Silver,Food,F,143923
"Ahmedabad, India",13-Feb-14,Silver,Food,F,37496
"Greater Mumbai, India",12-Feb-14,Platinum,Food,F,233639
"Delhi, India",20-Mar-15,Silver,Food,F,1709
"Bengaluru, India",30-Mar-14,Platinum,Food,F,116996
"Delhi, India",28-Sep-14,Signature,Food,F,280310
"Greater Mumbai, India",30-May-14,Silver,Food,F,202192
"Bengaluru, India",6-Mar-14,Gold,Food,F,75042
"Greater Mumbai, India",24-Oct-14,Silver,Food,F,107999
"Bengaluru, India",4-Mar-14,Signature,Food,F,74297
"Bengaluru, India",10-Dec-13,Signature,Food,F,187609
"Ahmedabad, India",24-Oct-14,Platinum,Food,F,206434
"Bengaluru, India",12-Jan-15,Gold,Food,F,268746
"Delhi, India",18-Mar-14,Silver,Food,F,16659
"Bengaluru, India",6-Dec-14,Silver,Food,F,106206
"Ahmedabad, India",25-Jul-14,Silver,Food,F,214753
"Bengaluru, India",7-Jan-14,Platinum,Food,F,155846
"Delhi, India",16-Jul-14,Gold,Food,F,183232
"Delhi, India",24-Mar-15,Silver,Food,F,34071
"Bengaluru, India",29-Oct-14,Signature,Food,F,157364
"Bengaluru, India",19-Jan-14,Silver,Food,F,4590
"Greater Mumbai, India",27-Jan-15,Gold,Food,F,39399
"Delhi, India",28-Mar-14,Platinum,Food,F,65563
"Bengaluru, India",24-Aug-14,Silver,Food,F,124929
"Greater Mumbai, India",21-Apr-15,Signature,Food,F,120368
"Delhi, India",12-May-15,Gold,Food,F,17328
"Delhi, India",17-Nov-14,Signature,Food,F,160848
"Bengaluru, India",18-May-14,Silver,Food,F,203193
"Delhi, India",26-May-14,Silver,Food,F,285839
"Bengaluru, India",17-Sep-14,Silver,Food,F,167379
"Greater Mumbai, India",12-Dec-13,Silver,Food,F,198603
"Bengaluru, India",16-Jan-15,Platinum,Food,F,233680
"Bengaluru, India",11-Mar-14,Gold,Food,F,263367
"Ahmedabad, India",12-Nov-13,Gold,Food,F,8498
"Ahmedabad, India",11-Mar-15,Platinum,Food,F,163305
"Bengaluru, India",12-Apr-14,Silver,Food,F,216694
"Greater Mumbai, India",15-Feb-14,Silver,Food,F,84646
"Bengaluru, India",24-Oct-13,Silver,Food,F,107100
"Greater Mumbai, India",13-Mar-15,Platinum,Food,F,175368
"Delhi, India",20-Feb-15,Platinum,Food,F,141057
"Greater Mumbai, India",9-Mar-14,Platinum,Food,F,264153
"Delhi, India",11-Sep-14,Silver,Food,F,230149
"Bengaluru, India",2-May-15,Signature,Food,F,224398
"Bengaluru, India",6-Feb-14,Gold,Food,F,221042
"Bengaluru, India",27-Feb-15,Signature,Food,F,285102
"Bengaluru, India",4-Nov-13,Gold,Food,F,225377
"Greater Mumbai, India",4-Mar-14,Platinum,Food,F,205814
"Greater Mumbai, India",2-Nov-13,Gold,Food,F,104262
"Delhi, India",2-Jun-14,Silver,Food,F,216314
"Greater Mumbai, India",1-Mar-15,Platinum,Food,F,231007
"Bengaluru, India",16-Jun-14,Platinum,Food,F,25156
"Bengaluru, India",31-Oct-14,Signature,Food,F,108720
"Bengaluru, India",29-Jul-14,Gold,Food,F,211772
"Delhi, India",13-Jul-14,Gold,Food,F,22909
"Greater Mumbai, India",24-Dec-14,Signature,Food,F,10720
"Greater Mumbai, India",5-May-15,Gold,Food,F,291730
"Greater Mumbai, India",29-Oct-14,Signature,Food,F,197919
"Greater Mumbai, India",20-Dec-14,Signature,Food,F,106666
"Ahmedabad, India",13-Sep-14,Silver,Food,F,94924
"Ahmedabad, India",9-Apr-15,Silver,Food,F,122939
"Delhi, India",27-Dec-14,Silver,Food,F,188366
"Bengaluru, India",18-Oct-13,Signature,Food,F,142140
"Greater Mumbai, India",29-Oct-14,Platinum,Food,F,261122
"Ahmedabad, India",8-Sep-14,Silver,Food,F,214821
"Greater Mumbai, India",7-Dec-14,Gold,Food,F,249091
"Bengaluru, India",9-Sep-14,Signature,Food,F,162893
"Bengaluru, India",29-Mar-14,Gold,Food,F,200847
"Ahmedabad, India",20-Jun-14,Silver,Food,F,54482
"Greater Mumbai, India",8-Mar-14,Silver,Food,F,105710
"Ahmedabad, India",27-Aug-14,Silver,Food,F,101429
"Delhi, India",21-Aug-14,Silver,Food,F,95456
"Delhi, India",5-Sep-14,Platinum,Food,F,26231
"Bengaluru, India",19-Dec-13,Silver,Food,F,81511
"Bengaluru, India",6-Apr-15,Signature,Food,F,253357
"Ahmedabad, India",21-May-15,Silver,Food,F,97311
"Delhi, India",27-Oct-14,Signature,Food,F,277422
"Ahmedabad, India",26-Mar-15,Platinum,Food,F,121871
"Delhi, India",14-Jun-14,Signature,Food,F,24245
"Greater Mumbai, India",19-Feb-15,Platinum,Food,F,186838
"Delhi, India",24-Feb-14,Gold,Food,F,85288
"Delhi, India",12-Dec-13,Gold,Food,F,225076
"Bengaluru, India",25-Oct-13,Signature,Food,F,225578
"Bengaluru, India",24-Mar-14,Signature,Food,F,232430
"Delhi, India",18-Feb-14,Signature,Food,F,243863
"Greater Mumbai, India",26-Feb-15,Platinum,Food,F,5706
"Delhi, India",7-Jul-14,Silver,Food,F,298981
"Ahmedabad, India",11-Dec-13,Gold,Food,F,137916
"Ahmedabad, India",4-Sep-14,Platinum,Food,F,14319
"Delhi, India",18-Feb-14,Platinum,Food,F,257498
"Greater Mumbai, India",12-May-14,Platinum,Food,F,292219
"Bengaluru, India",11-Nov-14,Silver,Food,F,210738
"Delhi, India",23-Aug-14,Signature,Food,F,63778
"Delhi, India",26-Sep-14,Gold,Food,F,29148
"Ahmedabad, India",3-Jul-14,Signature,Food,F,224634
"Bengaluru, India",13-Apr-14,Gold,Food,F,77425
"Bengaluru, India",15-Dec-14,Gold,Food,F,196777
"Greater Mumbai, India",6-Mar-15,Signature,Food,F,155694
"Delhi, India",2-Dec-14,Signature,Food,F,30417
"Ahmedabad, India",22-Mar-14,Platinum,Food,F,232618
"Greater Mumbai, India",26-Nov-13,Gold,Food,F,6645
"Greater Mumbai, India",1-Oct-14,Platinum,Food,F,5545
"Greater Mumbai, India",11-May-15,Silver,Food,F,40135
"Ahmedabad, India",23-Sep-14,Platinum,Food,F,99325
"Bengaluru, India",15-Jan-14,Gold,Food,F,210654
"Ahmedabad, India",6-Nov-13,Platinum,Food,F,15933
"Ahmedabad, India",19-Nov-14,Gold,Food,F,7528
"Greater Mumbai, India",1-May-15,Platinum,Food,F,199240
"Delhi, India",3-Oct-14,Silver,Food,F,161437
"Ahmedabad, India",29-Jun-14,Signature,Food,F,5100
"Greater Mumbai, India",8-Nov-13,Gold,Food,F,56532
"Ahmedabad, India",6-Sep-14,Silver,Food,F,94074
"Greater Mumbai, India",6-Dec-13,Signature,Food,F,168912
"Greater Mumbai, India",20-Apr-15,Platinum,Food,F,126623
"Ahmedabad, India",8-Feb-14,Silver,Food,F,39986
"Ahmedabad, India",20-Apr-14,Platinum,Food,F,99355
"Bengaluru, India",23-Oct-13,Platinum,Food,F,298243
"Delhi, India",10-Mar-15,Platinum,Food,F,124069
"Delhi, India",21-Jan-14,Signature,Food,F,144126
"Delhi, India",9-Mar-14,Signature,Food,F,270539
"Greater Mumbai, India",25-May-15,Gold,Food,F,134904
"Ahmedabad, India",3-Aug-14,Gold,Food,F,196856
"Bengaluru, India",9-Mar-14,Platinum,Food,F,286346
"Greater Mumbai, India",23-Dec-13,Gold,Food,M,260246
"Bengaluru, India",23-May-15,Platinum,Food,F,43454
"Greater Mumbai, India",22-Jul-14,Signature,Food,M,155937
"Delhi, India",18-Jan-15,Silver,Food,F,243051
"Ahmedabad, India",1-May-14,Platinum,Food,M,61531
"Bengaluru, India",9-Jan-14,Silver,Food,F,293821
"Ahmedabad, India",17-Apr-14,Signature,Food,F,217077
"Greater Mumbai, India",5-May-15,Signature,Food,F,1448
"Bengaluru, India",9-Dec-14,Gold,Food,M,46535
"Ahmedabad, India",8-Sep-14,Gold,Food,M,120827
"Ahmedabad, India",20-Jan-14,Gold,Food,M,194872
"Bengaluru, India",22-Apr-14,Platinum,Food,M,282158
"Greater Mumbai, India",6-Mar-15,Platinum,Food,F,10561
"Ahmedabad, India",18-Jul-14,Platinum,Food,F,167731
"Greater Mumbai, India",27-Feb-14,Silver,Food,F,285278
"Greater Mumbai, India",16-Aug-14,Platinum,Food,M,120872
"Delhi, India",19-Nov-14,Platinum,Food,F,230248
"Bengaluru, India",30-May-14,Platinum,Food,M,178023
"Delhi, India",25-Dec-14,Platinum,Food,M,190596
"Greater Mumbai, India",12-Nov-14,Silver,Food,F,28393
"Delhi, India",30-Nov-13,Gold,Food,M,12912
"Greater Mumbai, India",22-May-15,Silver,Food,F,198735
"Bengaluru, India",9-Jul-14,Gold,Food,M,204192
"Delhi, India",2-Mar-14,Gold,Food,F,134861
"Bengaluru, India",4-Apr-15,Gold,Food,F,35948
"Greater Mumbai, India",16-Oct-13,Platinum,Food,M,147588
"Delhi, India",15-Feb-15,Platinum,Food,F,296617
"Delhi, India",19-Apr-15,Platinum,Food,M,117543
"Delhi, India",15-Apr-15,Signature,Food,M,200079
"Greater Mumbai, India",7-Mar-14,Signature,Food,M,254660
"Delhi, India",11-Aug-14,Platinum,Food,M,217111
"Delhi, India",14-Jan-14,Signature,Food,M,55986
"Ahmedabad, India",2-Nov-14,Silver,Food,F,105550
"Greater Mumbai, India",29-Oct-14,Gold,Food,F,218728
"Bengaluru, India",9-Mar-14,Silver,Food,M,26914
"Greater Mumbai, India",5-Nov-14,Platinum,Food,M,257242
"Bengaluru, India",26-Jan-14,Platinum,Food,F,150126
"Bengaluru, India",22-Sep-14,Silver,Food,F,113220
"Ahmedabad, India",21-Apr-15,Silver,Food,M,181913
"Bengaluru, India",27-Jun-14,Platinum,Food,M,191433
"Delhi, India",31-Oct-13,Signature,Food,M,61684
"Bengaluru, India",2-Mar-14,Platinum,Food,M,259073
"Greater Mumbai, India",15-Nov-14,Gold,Food,M,160077
"Bengaluru, India",18-Dec-14,Silver,Food,M,17774
"Bengaluru, India",14-Feb-15,Signature,Food,M,138345
"Delhi, India",22-Nov-13,Silver,Food,F,129695
"Greater Mumbai, India",14-Apr-15,Signature,Food,M,275861
"Greater Mumbai, India",4-Dec-14,Gold,Food,F,77327
"Bengaluru, India",2-Dec-13,Platinum,Food,F,108132
"Greater Mumbai, India",28-Jan-15,Platinum,Food,M,129565
"Ahmedabad, India",27-Mar-15,Platinum,Food,M,141292
"Ahmedabad, India",9-Jan-14,Gold,Food,M,224328
"Bengaluru, India",26-May-15,Platinum,Food,M,223595
"Bengaluru, India",14-Aug-14,Platinum,Food,M,171954
"Ahmedabad, India",19-Feb-15,Silver,Food,M,112840
"Ahmedabad, India",20-Feb-15,Silver,Food,F,81284
"Bengaluru, India",2-Dec-13,Silver,Food,M,206702
"Delhi, India",28-Aug-14,Signature,Food,M,267378
"Greater Mumbai, India",11-Apr-14,Platinum,Food,M,225187
"Delhi, India",19-Nov-14,Platinum,Food,F,286760
"Ahmedabad, India",30-Oct-13,Signature,Food,F,156754
"Greater Mumbai, India",22-Jan-15,Signature,Food,M,291525
"Ahmedabad, India",6-May-14,Signature,Food,F,32787
"Bengaluru, India",31-Oct-13,Signature,Food,F,157079
"Bengaluru, India",9-Mar-15,Silver,Food,M,292012
"Greater Mumbai, India",12-Mar-15,Platinum,Food,M,221959
"Delhi, India",22-Dec-13,Gold,Food,F,44684
"Ahmedabad, India",1-Nov-13,Signature,Food,F,46798
"Greater Mumbai, India",10-May-14,Platinum,Food,M,291612
"Ahmedabad, India",10-May-14,Platinum,Food,F,27562
"Delhi, India",20-Feb-15,Signature,Food,M,269997
"Greater Mumbai, India",30-Dec-13,Signature,Food,F,208894
"Ahmedabad, India",5-Apr-15,Gold,Food,F,170152
"Greater Mumbai, India",2-Nov-13,Gold,Food,M,225966
"Delhi, India",13-Feb-14,Silver,Food,M,229833
"Bengaluru, India",3-Aug-14,Gold,Food,F,28243
"Delhi, India",16-Apr-15,Silver,Food,F,242728
"Ahmedabad, India",13-May-15,Platinum,Food,F,116446
"Greater Mumbai, India",2-Jan-14,Signature,Food,M,13705
"Greater Mumbai, India",20-Aug-14,Platinum,Food,F,45763
"Ahmedabad, India",31-Mar-14,Platinum,Food,F,287078
"Delhi, India",9-Apr-14,Silver,Food,M,41778
"Delhi, India",4-Oct-13,Gold,Food,M,281924
"Greater Mumbai, India",22-Oct-13,Silver,Food,F,234204
"Bengaluru, India",28-Jan-14,Gold,Food,M,193947
"Greater Mumbai, India",15-Jan-15,Silver,Food,M,82828
"Ahmedabad, India",21-Dec-14,Signature,Food,F,35850
"Bengaluru, India",19-Dec-13,Platinum,Food,F,179096
"Bengaluru, India",6-Jul-14,Silver,Food,F,158016
"Ahmedabad, India",5-Aug-14,Gold,Food,F,238194
"Ahmedabad, India",27-May-14,Silver,Food,F,179401
"Ahmedabad, India",6-Mar-14,Platinum,Food,F,176516
"Greater Mumbai, India",12-Jul-14,Gold,Food,F,225027
"Delhi, India",4-Oct-14,Signature,Food,M,186065
"Bengaluru, India",24-Jan-15,Signature,Food,F,288201
"Ahmedabad, India",11-Nov-13,Gold,Food,M,53169
"Delhi, India",8-Jul-14,Platinum,Food,M,225523
"Greater Mumbai, India",11-Jan-15,Gold,Food,M,124637
"Greater Mumbai, India",11-Dec-13,Silver,Food,F,14641
"Bengaluru, India",26-Mar-14,Signature,Food,F,235782
"Ahmedabad, India",20-Nov-13,Gold,Food,M,292270
"Ahmedabad, India",17-Jan-15,Silver,Food,M,236351
"Ahmedabad, India",20-Jun-14,Silver,Food,F,53360
"Bengaluru, India",9-Apr-14,Signature,Food,M,256852
"Bengaluru, India",2-Nov-14,Silver,Food,F,285360
"Bengaluru, India",6-May-14,Platinum,Food,F,74602
"Delhi, India",12-Nov-13,Gold,Food,F,274032
"Delhi, India",20-Feb-15,Silver,Food,M,298953
"Delhi, India",26-Jan-14,Signature,Food,F,226180
"Delhi, India",28-Nov-13,Silver,Food,M,149045
"Delhi, India",17-Dec-14,Platinum,Food,M,258878
"Ahmedabad, India",31-Jan-15,Signature,Food,F,76493
"Ahmedabad, India",8-Nov-14,Signature,Food,M,141574
"Delhi, India",17-Mar-14,Platinum,Food,M,222219
"Delhi, India",14-Oct-13,Silver,Food,F,237812
"Bengaluru, India",23-Dec-13,Gold,Food,M,44203
"Delhi, India",27-Dec-14,Gold,Food,M,232402
"Delhi, India",22-May-14,Platinum,Food,F,82849
"Delhi, India",7-Jan-15,Silver,Food,F,257716
"Delhi, India",5-Nov-13,Signature,Food,F,272060
"Bengaluru, India",17-Jul-14,Signature,Food,M,160400
"Bengaluru, India",8-Oct-14,Platinum,Food,M,193063
"Ahmedabad, India",29-Mar-15,Gold,Food,F,56294
"Delhi, India",18-May-15,Platinum,Food,F,120532
"Delhi, India",29-Jun-14,Platinum,Food,M,200031
"Ahmedabad, India",15-Oct-13,Platinum,Food,M,53028
"Greater Mumbai, India",21-Dec-14,Signature,Food,M,131428
"Greater Mumbai, India",4-Aug-14,Platinum,Food,M,93654
"Greater Mumbai, India",15-Jan-14,Silver,Food,F,240746
"Delhi, India",2-Jul-14,Platinum,Food,M,115547
"Bengaluru, India",7-Oct-14,Signature,Food,M,203143
"Bengaluru, India",26-May-14,Platinum,Food,M,3445
"Ahmedabad, India",15-Oct-13,Signature,Food,M,107217
"Bengaluru, India",15-Feb-15,Gold,Food,F,286893
"Greater Mumbai, India",27-Dec-13,Gold,Food,F,76763
"Greater Mumbai, India",15-Nov-14,Platinum,Food,F,204583
"Greater Mumbai, India",15-Nov-14,Signature,Food,F,92565
"Delhi, India",13-Oct-13,Silver,Food,F,216522
"Delhi, India",29-May-14,Platinum,Food,F,108852
"Delhi, India",4-Nov-13,Gold,Food,F,14332
"Ahmedabad, India",19-Oct-14,Silver,Food,M,31682
"Greater Mumbai, India",3-Jul-14,Signature,Food,F,89259
"Greater Mumbai, India",16-Apr-15,Platinum,Food,M,84571
"Bengaluru, India",24-Feb-15,Signature,Food,M,86536
"Bengaluru, India",22-Apr-15,Platinum,Food,F,203517
"Ahmedabad, India",13-Jun-14,Platinum,Food,M,107962
"Delhi, India",4-Feb-14,Signature,Food,M,155282
"Greater Mumbai, India",25-May-14,Gold,Food,F,182306
"Greater Mumbai, India",6-Apr-14,Silver,Food,M,215423
"Ahmedabad, India",12-Oct-13,Signature,Food,M,123647
"Bengaluru, India",16-May-15,Silver,Food,M,241280
"Ahmedabad, India",6-Mar-14,Gold,Entertainment,F,97671
"Ahmedabad, India",15-Jan-14,Silver,Grocery,M,257180
"Ahmedabad, India",23-Sep-14,Platinum,Entertainment,F,52337
"Bengaluru, India",21-May-14,Signature,Bills,M,180255
"Bengaluru, India",9-Jul-14,Gold,Bills,F,239046
"Ahmedabad, India",13-May-15,Silver,Food,F,92602
"Delhi, India",11-Mar-14,Platinum,Grocery,F,140717
"Ahmedabad, India",26-Feb-14,Signature,Grocery,M,244560
"Greater Mumbai, India",17-Mar-15,Signature,Fuel,M,56280
"Greater Mumbai, India",9-Jul-14,Gold,Grocery,F,107671
"Delhi, India",17-Mar-15,Silver,Grocery,F,243760
"Delhi, India",20-Jan-15,Signature,Grocery,F,195153
"Bengaluru, India",30-Dec-14,Signature,Fuel,F,76172
"Ahmedabad, India",5-Jan-14,Platinum,Fuel,F,88952
"Delhi, India",18-Nov-13,Gold,Fuel,F,248133
"Bengaluru, India",1-Sep-14,Platinum,Food,M,167325
"Delhi, India",7-Nov-13,Silver,Food,M,277090
"Greater Mumbai, India",18-Sep-14,Silver,Fuel,M,297113
"Ahmedabad, India",24-Aug-14,Silver,Grocery,F,171827
"Ahmedabad, India",16-Jun-14,Signature,Entertainment,M,237922
"Ahmedabad, India",14-Apr-14,Platinum,Bills,F,4607
"Delhi, India",25-Oct-13,Silver,Grocery,M,38793
"Delhi, India",4-Oct-13,Gold,Grocery,M,125616
"Ahmedabad, India",30-Oct-14,Gold,Grocery,F,263920
"Greater Mumbai, India",10-Nov-14,Platinum,Bills,F,53692
"Bengaluru, India",5-Sep-14,Signature,Entertainment,F,279334
"Delhi, India",11-Aug-14,Signature,Fuel,F,74223
"Ahmedabad, India",14-Oct-13,Signature,Grocery,M,254257
"Greater Mumbai, India",5-Jan-15,Silver,Fuel,M,82669
"Ahmedabad, India",19-Jul-14,Platinum,Entertainment,F,4802
"Ahmedabad, India",2-Mar-14,Signature,Grocery,F,92868
"Greater Mumbai, India",4-Aug-14,Silver,Food,F,246960
"Ahmedabad, India",5-Feb-15,Gold,Entertainment,M,234132
"Delhi, India",18-Dec-13,Signature,Grocery,F,108361
"Greater Mumbai, India",11-Nov-14,Platinum,Entertainment,M,193648
"Delhi, India",24-Oct-14,Signature,Food,F,252615
"Delhi, India",6-Feb-15,Silver,Fuel,F,70556
"Bengaluru, India",9-Apr-14,Silver,Food,F,155285
"Delhi, India",27-May-14,Silver,Grocery,F,211586
